Article,Year,Volume,Issue,Domain,Experiment,n_YA,n_OA,DV,Analysis,measure of latent process,fit model,Level of Fit,Framework,Notes,DOI
"Gong, X., & Fung, H. H. (2020). Remembering positive or relevant information? Cultural relevance may moderate the age-related positivity effect in memory.�Psychology and Aging, 35(2), 267�282.",2020,35,2,Memory,2b,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Gong, X., & Fung, H. H. (2020). Remembering positive or relevant information? Cultural relevance may moderate the age-related positivity effect in memory.�Psychology and Aging, 35(2), 267�282.",2020,35,2,Memory,2c,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Korkki, S. M., Richter, F. R., Jeyarathnarajah, P., & Simons, J. S. (2020). Healthy ageing reduces the precision of episodic memory retrieval.�Psychology and Aging, 35(1), 124�142.",2020,35,1,Memory,1,,,Accuracy and error parameters of mixture model,"Mixture modeling, then submitted to ANOVA",1,1,Individual,Frequentist,,
"Korkki, S. M., Richter, F. R., Jeyarathnarajah, P., & Simons, J. S. (2020). Healthy ageing reduces the precision of episodic memory retrieval.�Psychology and Aging, 35(1), 124�142.",2020,35,1,Memory,2,,,Accuracy and error parameters of mixture model,"Mixture modeling, then submitted to ANOVA",1,1,Individual,Frequentist,,
"Korkki, S. M., Richter, F. R., Jeyarathnarajah, P., & Simons, J. S. (2020). Healthy ageing reduces the precision of episodic memory retrieval.�Psychology and Aging, 35(1), 124�142.",2020,35,1,Memory,3,,,Accuracy and error parameters of mixture model,"Mixture modeling, then submitted to ANOVA",1,1,Individual,Frequentist,,
"Wahlheim, C. N., & Garlitch, S. M. (2020). Adult age differences in the use of temporal and semantic context in dual-list free recall.�Psychology and Aging, 35(1), 143�157",2020,35,1,Memory,,,,Accuracy; RT,Multilevel linear or logistic models,0,0,NA,Frequentist,,
"Sitzman, D. M., Tauber, S. K., & Witherby, A. E. (2020). How do older adults maintain corrections in knowledge across a lengthy delay?�Psychology and Aging, 35(1), 112�123.",2020,35,1,Memory,1,,,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Sitzman, D. M., Tauber, S. K., & Witherby, A. E. (2020). How do older adults maintain corrections in knowledge across a lengthy delay?�Psychology and Aging, 35(1), 112�123.",2020,35,1,Memory,2,,,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Craik, F. I. M., Eftekhari, E., Bialystok, E., & Anderson, N. D. (2018). Individual differences in executive functions and retrieval efficacy in older adults.�Psychology and Aging, 33(8), 1105�1114.�",2018,33,8,Various domains,1,,,"Hits, Proportion recalled",ANOVA,0,0,NA,Frequentist,,
"Craik, F. I. M., Eftekhari, E., Bialystok, E., & Anderson, N. D. (2018). Individual differences in executive functions and retrieval efficacy in older adults.�Psychology and Aging, 33(8), 1105�1114.�",2018,33,8,Various domains,2,,,"Hits, Proportion recalled",ANOVA,0,0,NA,Frequentist,,
"Kersten, A. W., Earles, J. L., Aucello, K., Tautiva, E., McRostie, N., Brydon, C., & Adaryukov, J. (2018). Influences of executive and memory functioning on memory for the sources of actions.�Psychology and Aging, 33(8), 1115�1133.",2018,33,8,Memory,1,,,Hits,ANOVA,0,0,NA,Frequentist,,
"Kersten, A. W., Earles, J. L., Aucello, K., Tautiva, E., McRostie, N., Brydon, C., & Adaryukov, J. (2018). Influences of executive and memory functioning on memory for the sources of actions.�Psychology and Aging, 33(8), 1115�1133.",2018,33,8,Memory,2,,,Hits,ANOVA,0,0,NA,Frequentist,,
"Du, X., Ji, Y., Chen, T., Tang, Y., & Han, B. (2018). Can working memory capacity be expanded by boosting working memory updating efficiency in older adults?�Psychology and Aging, 33(8), 1134�1151.�",2018,33,8,Working memory,NA,,,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Kuhlmann, B. G., & Undorf, M. (2018). Is all metamemory monitoring spared from aging? A dual-process examination.�Psychology and Aging, 33(8), 1152�1167.",2018,33,8,Memory,1,,,"Recollection, Familiarity, JOLs","Process dissociation formulae, then submitted to ANOVA",1,0,Individual,Frequentist,"Applied the formulas to individuals' data then submitted to ANOVA to test for group differences in parameters of recollection, familiarity; also used a threshold-like model for estimating the probability of recollection and familiarity processes to judgment of learning, and these were done by computing frequencies summed over participants (i.e., fit to the aggregate)",
"Kuhlmann, B. G., & Undorf, M. (2018). Is all metamemory monitoring spared from aging? A dual-process examination.�Psychology and Aging, 33(8), 1152�1167.",2018,33,8,Memory,2,,,"Recollection, Familiarity, JOLs","Process dissociation formulae, then submitted to ANOVA",1,0,Individual,Frequentist,"Applied the formulas to individuals' data then submitted to ANOVA to test for group differences in parameters of recollection, familiarity; also used a threshold-like model for estimating the probability of recollection and familiarity processes to judgment of learning, and these were done by computing frequencies summed over participants (i.e., fit to the aggregate)",
"Vasquez, B. P., & Anderson, N. D. (2018). Slow and steady: Training induced improvements to response time consistency are due to overall slowing and minimized extremely slow responses.�Psychology and Aging, 33(8), 1181�1194.",2018,33,8,Decision making,NA,,,RT,"Diffusion modeling, ex-Gaussian distribution fitting",1,1,both,Bayesian,,
"Diamond, N. B., Romero, K., Jeyakumar, N., & Levine, B. (2018). Age-related decline in item but not spatiotemporal associative memory for a real-world event.�Psychology and Aging, 33(7), 1079�1092.",2018,33,7,Memory,NA,,,d'; RT,"EVSDT, followed by ANOVA",1,1,Individual,Frequentist,,
"Belacchi, C., & Artuso, C. (2018). How taxonomic and thematic associations in semantic memory modulate recall in young through old-old adults.�Psychology and Aging, 33(7), 1060�1069.",2018,33,7,Working memory,NA,,,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Motes, M. A., Spence, J. S., Brier, M. R., Chiang, H.-S., DeLaRosa, B. L., Eroh, J., Maguire, M. J., Mudar, R. A., Tillman, G. D., Kraut, M. A., & Hart, J., Jr. (2018). Conjoint differences in inhibitory control and processing speed in childhood to older adult cohorts: Discriminant functions from a Go/No-Go task.�Psychology and Aging, 33(7), 1070�1078.",2018,33,7,Inhibition,NA,,,"Hits, Correct Rejections, RT",Discriminant analysis and ANOVA,0,0,NA,Frequentist,"*The discriminant analyses they used are described as a latent-variable analysis (kind of like factor analysis) for looking for latent dimensions amount measures of inhibitory control, selection, and processing speed, used for testing for age cohort differences on these dimensions, though the parameters don't correspond to cognitive processes, per se.",
"Malyutina, S., Laurinavichyute, A., Terekhina, M., & Lapin, Y. (2018). No evidence for strategic nature of age-related slowing in sentence processing.�Psychology and Aging, 33(7), 1045�1059.",2018,33,7,Language comprehension; processing speed,NA,,,Accuracy; RT,General(ized) linear modeling,0,0,NA,Both frequentist and Bayesian,*Could use diffusion modeling for speed-accuracy tradeoffs,
"Richmond, L. L., Sargent, J. Q., Flores, S., & Zacks, J. M. (2018). Age differences in spatial memory for mediated environments.�Psychology and Aging, 33(6), 892�903.",2018,33,6,Memory,1,,,Error in degrees,Linear mixed effects modeling,0,0,NA,Frequentist,*Error defined as how far off participants were in pointing to the spatial coordinates in which landmarks originally appeared,
"Richmond, L. L., Sargent, J. Q., Flores, S., & Zacks, J. M. (2018). Age differences in spatial memory for mediated environments.�Psychology and Aging, 33(6), 892�903.",2018,33,6,Memory,2,,,Error in degrees,Linear mixed effects modeling,0,0,NA,Frequentist,,
"Cohen-Shikora, E. R., Diede, N. T., & Bugg, J. M. (2018). The flexibility of cognitive control: Age equivalence with experience guiding the way.�Psychology and Aging, 33(6), 924�939.",2018,33,6,Cognitive Control,1,,,RT,ANOVA,0,0,NA,Frequentist,,
"Cohen-Shikora, E. R., Diede, N. T., & Bugg, J. M. (2018). The flexibility of cognitive control: Age equivalence with experience guiding the way.�Psychology and Aging, 33(6), 924�939.",2018,33,6,Cognitive Control,2,,,RT,ANOVA,0,0,NA,Frequentist,,
"Mantantzis, K., Maylor, E. A., & Schlaghecken, F. (2018). Gain without pain: Glucose promotes cognitive engagement and protects positive affect in older adults.�Psychology and Aging, 33(5), 789�797",2018,33,5,Working memory,NA,,,Accuracy; RT,ANOVA,0,0,NA,Frequentist,,
"Mitchell, D. J., Cusack, R., & Cam-CAN. (2018). Visual short-term memory through the lifespan: Preserved benefits of context and metacognition.�Psychology and Aging, 33(5), 841�854.",2018,33,5,Working memory,NA,,,Accuracy and error parameters of mixture model,"Mixture modeling, then submitted to ANOVA",1,1,Individual,Frequentist,,
"Berger, N., Richards, A., & Davelaar, E. J. (2018). Differential effects of angry faces on working memory updating in younger and older adults.�Psychology and Aging, 33(4), 667�673",2018,33,4,Working memory,NA,,,Accuracy; RT,ANOVA,0,0,NA,Frequentist,,
"Kamp, S.-M., Bader, R., & Mecklinger, A. (2018). Unitization of word pairs in young and older adults: Encoding mechanisms and retrieval outcomes.�Psychology and Aging, 33(3), 497�511.",2018,33,3,memory,1,,,"d', hits minus false alarms; Ro (recollection of old items); Rn (recollection of new items?); ROC","EVSDT and process dissociation formulae, followed by ANOVA",1,1,Individual,Frequentist,*also did ROC analyses,
"Kamp, S.-M., Bader, R., & Mecklinger, A. (2018). Unitization of word pairs in young and older adults: Encoding mechanisms and retrieval outcomes.�Psychology and Aging, 33(3), 497�511.",2018,33,3,Memory,2,,,Accuracy; RT,ANOVA,0,0,NA,Frequentist,,
"Kirmsse, A., Zimmer, H. D., & Ecker, U. K. H. (2018). Age-related changes in working memory: Age affects relational but not conjunctive feature binding.�Psychology and Aging, 33(3), 512�526.",2018,33,3,Working memory,NA,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Ball, B. H., & Bugg, J. M. (2018). Aging and the strategic use of context to control prospective memory monitoring.�Psychology and Aging, 33(3), 527�544.",2018,33,3,Prospective Memory,1,,,Accuracy; RT; Proportion of identified targets,ANOVA,0,0,NA,Frequentist,,
"Ball, B. H., & Bugg, J. M. (2018). Aging and the strategic use of context to control prospective memory monitoring.�Psychology and Aging, 33(3), 527�544.",2018,33,3,Prospective Memory,2,,,Accuracy; RT; Proportion of identified targets,ANOVA,0,0,NA,Frequentist,,
"Ball, B. H., & Bugg, J. M. (2018). Aging and the strategic use of context to control prospective memory monitoring.�Psychology and Aging, 33(3), 527�544.",2018,33,3,Prospective Memory,3a,,,"Multiple: Accuracy and RT in a lexical decision task; proportion of successfully detected prospective memory targets in the task (i.e., proportion of times participants correctly responded 7 when ""tor"" was presented)",ANOVA,0,0,NA,Frequentist,,
"Ball, B. H., & Bugg, J. M. (2018). Aging and the strategic use of context to control prospective memory monitoring.�Psychology and Aging, 33(3), 527�544.",2018,33,3,Prospective Memory,3b,,,"Multiple: Accuracy and RT in a lexical decision task; proportion of successfully detected prospective memory targets in the task (i.e., proportion of times participants correctly responded 7 when ""tor"" was presented)",ANOVA,0,0,NA,Frequentist,,
"Parker, J. L., & Robinson, C. W. (2018). Changes in multisensory integration across the life span.�Psychology and Aging, 33(3), 545�558.",2018,33,3,Memory,NA,,,"Proportion correct identification of the number of auditory or visual items that had been presented in an array (e.g., like a working memory task, except the task is to identify how many items had been presented, with response options 1,2,or 3; rather than identifying the status of an item as change or no change)",ANOVA,0,0,NA,Frequentist,,
"Kurby, C. A., & Zacks, J. M. (2018). Preserved neural event segmentation in healthy older adults.�Psychology and Aging, 33(2), 232�245.",2018,33,2,Memory,NA,,,"Multiple: Recall of movie details, recognition of movie details scored as proportion correct, order memory assessed as mean aboslute deviation of each card from its correct ordinal position",t-test,0,0,NA,Frequentist,,
"Rogers, C. S., Payne, L., Maharjan, S., Wingfield, A., & Sekuler, R. (2018). Older adults show impaired modulation of attentional alpha oscillations: Evidence from dichotic listening.�Psychology and Aging, 33(2), 246�258.",2018,33,2,Memory,NA,,,d',"EVSDT, followed by ANOVA",1,0,Individual,Frequentist,,
"Bechi Gabrielli, G., Spataro, P., Pezzuti, L., & Rossi-Arnaud, C. (2018). When divided attention fails to enhance memory encoding: The attentional boost effect is eliminated in young-old adults.�Psychology and Aging, 33(2), 259�272.",2018,33,2,Memory,1,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Bechi Gabrielli, G., Spataro, P., Pezzuti, L., & Rossi-Arnaud, C. (2018). When divided attention fails to enhance memory encoding: The attentional boost effect is eliminated in young-old adults.�Psychology and Aging, 33(2), 259�272.",2018,33,2,Memory,2,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Bechi Gabrielli, G., Spataro, P., Pezzuti, L., & Rossi-Arnaud, C. (2018). When divided attention fails to enhance memory encoding: The attentional boost effect is eliminated in young-old adults.�Psychology and Aging, 33(2), 259�272.",2018,33,2,Memory,3,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Bechi Gabrielli, G., Spataro, P., Pezzuti, L., & Rossi-Arnaud, C. (2018). When divided attention fails to enhance memory encoding: The attentional boost effect is eliminated in young-old adults.�Psychology and Aging, 33(2), 259�272.",2018,33,2,Memory,4,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Rydzewska, K., von Helversen, B., Kossowska, M., Magnuski, M., & Sedek, G. (2018). Age-related within-task adaptations in sequential decision making: Considering cognitive and motivational factors.�Psychology and Aging, 33(2), 297�314.",2018,33,2,Decision Making ,1,,,Accuracy,Linear mixed-effects model,0,0,NA,Frequentist,,
"Rydzewska, K., von Helversen, B., Kossowska, M., Magnuski, M., & Sedek, G. (2018). Age-related within-task adaptations in sequential decision making: Considering cognitive and motivational factors.�Psychology and Aging, 33(2), 297�314.",2018,33,2,Decision Making ,2,,,Accuracy,Linear mixed-effects model,0,0,NA,Frequentist,,
"Maylor, E. A., & Badham, S. P. (2018). Effects of time of day on age-related associative deficits.�Psychology and Aging, 33(1), 7�16.",2018,33,1,Memory,1,,,d'; hits minus false alarms,"EVSDT, followed by ANOVA",1,1,Individual,Frequentist,,
"Maylor, E. A., & Badham, S. P. (2018). Effects of time of day on age-related associative deficits.�Psychology and Aging, 33(1), 7�16.",2018,33,1,Memory,2,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Brubaker, M. S., & Naveh-Benjamin, M. (2018). The effects of stereotype threat on the associative memory deficit of older adults.�Psychology and Aging, 33(1), 17�29",2018,33,1,Memory,1,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Brubaker, M. S., & Naveh-Benjamin, M. (2018). The effects of stereotype threat on the associative memory deficit of older adults.�Psychology and Aging, 33(1), 17�29",2018,33,1,Memory,1,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Siegel, A. L. M., & Castel, A. D. (2018). Memory for important item-location associations in younger and older adults.�Psychology and Aging, 33(1), 30�45.",2018,33,1,Memory,1,,,Proportion of items correctly placed in their previous study locations; also looked at the spatial resolution error (see notes),Hierarchical linear modeling and ANOVA,0,0,NA,Frequentist and Bayesian,"*Spatial resolution error was computed by comparing the coordinates of the erroneous placement with the coordinates of the item's previously presented location (on a grid); Row difference = incorrect row value from correct value; Column difference = incorrect column value subtracted from correct column value. Absolute value of row and column difference scores were calcuated and spatial resolution error score was determined by the larger of these two values. (This doesn't seem to be accounting for selection biases and other things, and this technique is not a cognitive model)",
"Siegel, A. L. M., & Castel, A. D. (2018). Memory for important item-location associations in younger and older adults.�Psychology and Aging, 33(1), 30�45.",2018,33,1,Memory,2,,,Proportion of items correctly placed in their previous study locations; also looked at the spatial resolution error (see notes),Hierarchical linear modeling and ANOVA,0,0,NA,Frequentist and Bayesian,"*Spatial resolution error was computed by comparing the coordinates of the erroneous placement with the coordinates of the item's previously presented location (on a grid); Row difference = incorrect row value from correct value; Column difference = incorrect column value subtracted from correct column value. Absolute value of row and column difference scores were calcuated and spatial resolution error score was determined by the larger of these two values. (This doesn't seem to be accounting for selection biases and other things, and this technique is not a cognitive model)",
"Hennessee, J. P., Knowlton, B. J., & Castel, A. D. (2018). The effects of value on context-item associative memory in younger and older adults.�Psychology and Aging, 33(1), 46�56.",2018,33,1,Memory,1,,,"A', B'd","SDT, followed by ANOVA",1,0,Individual,Frequentist,,
"Hennessee, J. P., Knowlton, B. J., & Castel, A. D. (2018). The effects of value on context-item associative memory in younger and older adults.�Psychology and Aging, 33(1), 46�56.",2018,33,1,Memory,2,,,"A', B'd","SDT, followed by ANOVA",1,0,Individual,Frequentist,,
"Fine, H. C., Shing, Y. L., & Naveh-Benjamin, M. (2018). Effects of changes in schematic support and of item repetition on age-related associative memory deficits: Theoretically-driven empirical attempts to reduce older adults� high false alarm rate.�Psychology and Aging, 33(1), 57�73.",2018,33,1,Memory,1,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Fine, H. C., Shing, Y. L., & Naveh-Benjamin, M. (2018). Effects of changes in schematic support and of item repetition on age-related associative memory deficits: Theoretically-driven empirical attempts to reduce older adults� high false alarm rate.�Psychology and Aging, 33(1), 57�73.",2018,33,1,Memory,2,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Amer, T., Giovanello, K. S., Grady, C. L., & Hasher, L. (2018). Age differences in memory for meaningful and arbitrary associations: A memory retrieval account.�Psychology and Aging, 33(1), 74�81.",2018,33,1,Memory,NA,,,Accuracy; RT,ANOVA,0,0,NA,Frequentist,*Accuracy is only defined as mean proportion of correct responses (does not mention whether this corrects for hits minus false alarms); RT was done on mean RTs�,
"Overman, A. A., McCormick-Huhn, J. M., Dennis, N. A., Salerno, J. M., & Giglio, A. P. (2018). Older adults� associative memory is modified by manner of presentation at encoding and retrieval.�Psychology and Aging, 33(1), 82�92.",2018,33,1,Memory,1,,,d'; C,"EVSDT, followed by ANOVA",1,0,Individual,Frequentist,,
"Overman, A. A., McCormick-Huhn, J. M., Dennis, N. A., Salerno, J. M., & Giglio, A. P. (2018). Older adults� associative memory is modified by manner of presentation at encoding and retrieval.�Psychology and Aging, 33(1), 82�92.",2018,33,1,Memory,2,,,d'; C,"EVSDT, followed by ANOVA",1,0,Individual,Frequentist,,
"Anderson, N. D., Ebert, P. L., Grady, C. L., & Jennings, J. M. (2018). Repetition lag training eliminates age-related recollection deficits (and gains are maintained after three months) but does not transfer: Implications for the fractionation of recollection.�Psychology and Aging, 33(1), 93�108.",2018,33,1,Memory,NA,,,Recollection; Familiarity,ANOVA,1,0,Individual,Frequentist,"*Estimates of recollection and familiarity from process dissociation formulaes (Jacoby, 1991)",
"Horn, M. M., Kennedy, K. M., & Rodrigue, K. M. (2018). Association between subjective memory assessment and associative memory performance: Role of ad risk factors.�Psychology and Aging, 33(1), 109�118.",2018,33,1,Memory,NA,,,Composite scores; z-scores,ANOVA,0,0,NA,Frequentist,"*For VPA: it�s a cued recall task, not sure if a model is available; for memory for names, however, it is a recognition task, and accuracy is simply defined as the number of correct responses",
"Fandakova, Y., Sander, M. C., Grandy, T. H., Cabeza, R., Werkle-Bergner, M., & Shing, Y. L. (2018). Age differences in false memory: The importance of retrieval monitoring processes and their modulation by memory quality.�Psychology and Aging, 33(1), 119�133.",2018,33,1,Memory,NA,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Carpenter, A. C., & Schacter, D. L. (2018). Flexible retrieval mechanisms supporting successful inference produce false memories in younger but not older adults.�Psychology and Aging, 33(1), 134�143.�",2018,33,1,Memory,NA,,,RT; proportion of true memories; proportion of false memories,ANOVA,0,0,NA,Frequentist,"*They mention ""overall accuracy"" at times but never define what this is (i.e., is it pr(H) minus pr(FA)?)",
"Clark, R., Hazeltine, E., Freedberg, M., & Voss, M. W. (2018). Age differences in episodic associative learning.�Psychology and Aging, 33(1), 144�157.�",2018,33,1,Memory,1,,,"Parameters of learning asymptote, change in accuracy, and rate of change",Multilevel exponential modeling,1,1,both,Frequentist,"*Note there model is defined as a three-parameter exponential function with parameters indexing participants' asymptote for learning, their change in accuracy from initial block to the asymptote, and the rate of change. However, they also do some proportion correct analyses which I'm not sure if these are correct responses minus false responses",
"Clark, R., Hazeltine, E., Freedberg, M., & Voss, M. W. (2018). Age differences in episodic associative learning.�Psychology and Aging, 33(1), 144�157.�",2018,33,1,Memory,2,,,"Parameters of learning asymptote, change in accuracy, and rate of change",Multilevel exponential modeling,1,1,both,Frequentist,"*Note there model is defined as a three-parameter exponential function with parameters indexing participants' asymptote for learning, their change in accuracy from initial block to the asymptote, and the rate of change. However, they also do some proportion correct analyses which I'm not sure if these are correct responses minus false responses",
"Biss, R. K., Rowe, G., Weeks, J. C., Hasher, L., & Murphy, K. J. (2018). Leveraging older adults� susceptibility to distraction to improve memory for face-name associations.�Psychology and Aging, 33(1), 158�164.",2018,33,1,Memory,NA,,,Recollection; Familiarity; Accuracy,ANOVA,1,0,NA,Frequentist,*Used formulas from Yonelinas & Jacoby to estimate recollection and familiairty; recollection was defined as the porportion of names correct recognized and given remember responses; familiarity was proportion of correctly recognized names given know responses / (1 - remember responses),
"McCormick-Huhn, J. M., Chen, H., Wyble, B. P., & Dennis, N. A. (2018). Using attribute amnesia to test the limits of hyper-binding and associative deficits in working memory.�Psychology and Aging, 33(1), 165�175.",2018,33,1,Memory,1,,,Accuracy,ANOVA,0,0,NA,Frequentist,*forced choice,
"McCormick-Huhn, J. M., Chen, H., Wyble, B. P., & Dennis, N. A. (2018). Using attribute amnesia to test the limits of hyper-binding and associative deficits in working memory.�Psychology and Aging, 33(1), 165�175.",2018,33,1,Memory,2,,,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Campbell, K. L., & Hasher, L. (2018). Hyper-binding only apparent under fully implicit test conditions.�Psychology and Aging, 33(1), 176�181.",2018,33,1,Memory,1,,,"RT, Proportion recalled; Hits",ANOVA,0,0,NA,Frequentist,,
"Campbell, K. L., & Hasher, L. (2018). Hyper-binding only apparent under fully implicit test conditions.�Psychology and Aging, 33(1), 176�181.",2018,33,1,Memory,2a,,,"RT, Proportion recalled; Hits",ANOVA,0,0,NA,Frequentist,,
"Campbell, K. L., & Hasher, L. (2018). Hyper-binding only apparent under fully implicit test conditions.�Psychology and Aging, 33(1), 176�181.",2018,33,1,Memory,2b,,,"RT, Proportion recalled; Hits",ANOVA,0,0,NA,Frequentist,,
"Stephens, J. D. W., & Overman, A. A. (2018). Modeling age differences in effects of pair repetition and proactive interference using a single parameter.�Psychology and Aging, 33(1), 182�194.",2018,33,1,Memory,NA,,,Criss and Shiffrin's associative REM model to simulate performance on a paired associate task; also looked at task performance with d' and c,"REM Model; EVSDT, followed by ANOVA",1,1,Individual,Frequentist,,
"Samrani, G., B�ckman, L., & Persson, J. (2017). Age-differences in the temporal properties of proactive interference in working memory.�Psychology and Aging, 32(8), 722�731.",2017,32,8,Working memory,NA,,,hits minus false alarms; RT,ANOVA,1,0,NA,Frequentist,,
"Guye, S., & von Bastian, C. C. (2017). Working memory training in older adults: Bayesian evidence supporting the absence of transfer.�Psychology and Aging, 32(8), 732�746.",2017,32,8,Working memory,NA,,,d',Hierarchical Bayesian signal detection model,1,1,both,Bayesian,"*Multiple other analyses, such as on RT and ""accuracy"" on other tasks",
"Olfman, D., Light, L. L., Schmalstig, M., Pospisil, D. A., Pendergrass, R., & Chung, C. (2017). Preserved criterion flexibility in item recognition in older adults.�Psychology and Aging, 32(7), 675�680.�",2017,32,7,Memory,NA,,,d'; C,"EVSDT, followed by ANOVA",1,0,Individual,Frequentist,,
"Rabi, R., & Minda, J. P. (2017). Familiarization may minimize age-related declines in rule-based category learning.�Psychology and Aging, 32(7), 654�674.",2017,32,7,Categorization,1,,,Proportion correct,ANOVA,0,0,NA,Frequentist,,
"Rabi, R., & Minda, J. P. (2017). Familiarization may minimize age-related declines in rule-based category learning.�Psychology and Aging, 32(7), 654�674.",2017,32,7,Categorization,2,,,Proportion correct on a categorization task; parameters from a computational model of categorization,Computational model,1,1,Individual,Frequentist,*Decision bound model of Ashby & Maddox,
"Rabi, R., & Minda, J. P. (2017). Familiarization may minimize age-related declines in rule-based category learning.�Psychology and Aging, 32(7), 654�674.",2017,32,7,Categorization,3,,,Proportion correct on a categorization task; parameters from a computational model of categorization,Computational model,1,1,Individual,Frequentist,*Decision bound model of Ashby & Maddox,
"Hertzog, C., L�vd�n, M., Lindenberger, U., & Schmiedek, F. (2017). Age differences in coupling of intraindividual variability in mnemonic strategies and practice-related associative recall improvements.�Psychology and Aging, 32(6), 557�571.",2017,32,6,Memory,NA,,,"Multiple: Average use of strategies, paired-associate recall accuracy",Mutlilevel regression,0,0,NA,Frequentist,"*Was a cued recall task; the ""multilevel structural equation model"" is a multilevel model, trials nested within particpants",
"Dey, A., Sommers, M. S., & Hasher, L. (2017). An age-related deficit in resolving interference: Evidence from speech perception.�Psychology and Aging, 32(6), 572�587.",2017,32,6,Memory,1,,,Accuracy,ANOVA,0,0,NA,Frequentist,"*Word identification task asked participants to repeat aloud the word that was said; authors attempt to make claims about underlying cognitive processes based on inferences about less recall for words that were ""suppressed"" in the fragment task than those that were completed in the task",
"Dey, A., Sommers, M. S., & Hasher, L. (2017). An age-related deficit in resolving interference: Evidence from speech perception.�Psychology and Aging, 32(6), 572�587.",2017,32,6,Memory,2,,,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Dey, A., Sommers, M. S., & Hasher, L. (2017). An age-related deficit in resolving interference: Evidence from speech perception.�Psychology and Aging, 32(6), 572�587.",2017,32,6,Memory,3,,,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Badham, S. P., Sanborn, A. N., & Maylor, E. A. (2017). Deficits in category learning in older adults: Rule-based versus clustering accounts.�Psychology and Aging, 32(5), 473�488.",2017,32,5,Categorization,NA,,,Accuracy; Parameters of RMC model,Computational model,1,1,Group,Bayesian for accuracy; Frequentist for RMC model,"*RMC = rational model of categorization (Anderson, 1991)",
"Bender, A. R., Naveh-Benjamin, M., Amann, K., & Raz, N. (2017). The role of stimulus complexity and salience in memory for face�name associations in healthy adults: Friend or foe?�Psychology and Aging, 32(5), 489�505.",2017,32,5,memory,1,,,Accuracy,Multilevel linear model,0,0,NA,Frequentist,*forced choice,
"Bender, A. R., Naveh-Benjamin, M., Amann, K., & Raz, N. (2017). The role of stimulus complexity and salience in memory for face�name associations in healthy adults: Friend or foe?�Psychology and Aging, 32(5), 489�505.",2017,32,5,memory,2a,,,Accuracy,Multilevel linear model,0,0,NA,Frequentist,*forced choice,
"Bender, A. R., Naveh-Benjamin, M., Amann, K., & Raz, N. (2017). The role of stimulus complexity and salience in memory for face�name associations in healthy adults: Friend or foe?�Psychology and Aging, 32(5), 489�505.",2017,32,5,memory,2b,,,Accuracy,Multilevel linear model,0,0,NA,Frequentist,*forced choice,
"Bender, A. R., Naveh-Benjamin, M., Amann, K., & Raz, N. (2017). The role of stimulus complexity and salience in memory for face�name associations in healthy adults: Friend or foe?�Psychology and Aging, 32(5), 489�505.",2017,32,5,Memory,3,,,Accuracy,Multilevel linear model,0,0,NA,Frequentist,*forced choice,
"Hargis, M. B., & Castel, A. D. (2017). Younger and older adults� associative memory for social information: The role of information importance.�Psychology and Aging, 32(4), 325�330.",2017,32,4,Memory,1,,,Proportion recalled,ANOVA,0,0,NA,Frequentist,Recall task,
"Hargis, M. B., & Castel, A. D. (2017). Younger and older adults� associative memory for social information: The role of information importance.�Psychology and Aging, 32(4), 325�330.",2017,32,4,Memory,2,,,Proportion recalled,ANOVA,0,0,NA,Frequentist,Recall task,
"Wahlheim, C. N., Ball, B. H., & Richmond, L. L. (2017). Adult age differences in production and monitoring in dual-list free recall.�Psychology and Aging, 32(4), 338�353.�",2017,32,4,Memory,NA,,,Multiple: Number of correct recalls; intralist intrusions (source memory metric); probability of first recall (serial position curves),ANOVA,0,0,NA,Frequentist,Recall task,
"Rhodes, S., Parra, M. A., Cowan, N., & Logie, R. H. (2017). Healthy aging and visual working memory: The effect of mixing feature and conjunction changes.�Psychology and Aging, 32(4), 354�366.",2017,32,4,Working memory,1,,,"d', C, Pr; Br","EVSDT, followed by Bayesian ANOVA",1,0,Individual,Bayesian,,
